abbreviation	EC
G14T6g	2.4.1.38
G14T7g	2.4.1.38
G14T8g	2.4.1.38
G14T9g	2.4.1.38
G14Tg	2.4.1.38
G16MT_L	2.4.1.38
G16MT_U	2.4.1.38
G1M6MASNB1terg	2.4.1.38
G1M7MASNBterg	2.4.1.38
G1M7MASNCterg	2.4.1.38
G1M8MASNterg	2.4.1.38
G2M8MASNterg	2.4.1.38
G3M8MASNterg	2.4.1.38
G3PD2m	1.1.99.5
G5SDym	1.2.1.41
G6PDH1rer	1.1.1.47
G6PDH2rer	1.1.1.47
G6PPer	3.1.3.58
G6PPer	3.1.3.9
GACMTRc	2.1.1.2
GAL3ST12	2.8.2.11
GALOR	1.1.1.21
GALT2g	2.4.1.134
GARFT	2.1.2.2
GCALDDm	1.2.1.21
GCC2am	1.4.4.2
GCC2bim	2.1.2.10
GCC2cm	1.8.1.-
GCC2cm	1.8.1.4
GCCam	1.4.4.2
GCCbim	2.1.2.10
GCCcm	1.8.1.4
GFUCS	1.1.1.271
GGT5r	3.4.19.14
GGT6	2.3.2.-
GHMT2rm	2.1.2.1
GHMT3	4.1.2.-
GHMT3m	2.1.2.1
GLACO	1.2.1.3
GLACOm	1.5.1.12
GLCNACPT_L	2.7.8.15
GLCNACPT_U	2.7.8.15
GLCNACT_L	2.4.1.141
GLCNACT_U	2.4.1.141
GLCt1r	3.2.1.50
GLNLASEer	3.1.1.17
GLNLASEer	3.1.1.25
GLRASE	1.1.1.20
GLU5Km	2.7.2.11
GLUCYS	6.3.2.2
GLUDC	4.1.1.15
GLUDxm	1.4.1.3
GLUDym	1.4.1.13
GLUDym	1.4.1.3
GLUDym	1.4.1.4
GluForTx	2.1.2.5
GluForTx	4.3.1.4
GLUNm	1.4.1.13
GLUNm	1.4.7.1
GLUNm	3.5.1.2
GLUNm	3.5.1.38
GLUNm	4.3.3.6
GLUNm	6.3.4.2
GLUNm	6.3.5.2
GLUNm	6.3.5.4
GLUNm	6.3.5.5
GLUTCOADHm	1.3.8.6
GLUTCOADHm	1.3.99.7
GLUVESSEC	3.6.3.21
GLXO2p	1.2.3.5
GLYAMDTRc	2.1.4.1
GLYATm	2.3.1.29
GLYATm	2.3.1.37
GLYCK2	2.7.1.165
GLYCK2	2.7.1.31
GLYCLTDy	1.1.1.79
GLYCLTDym	1.1.1.79
GLYCTO1p	1.1.3.15
GLYKm	2.7.1.30
GLYOp	1.4.3.19
GLYOp	1.4.3.3
GLYOXm	3.1.2.6
GLYt2rL	2.7.1.31
GNDer	1.1.1.351
GNDer	1.1.1.44
GNMT	2.1.1.156
GNMT	2.1.1.162
GNMT	2.1.1.20
GPAM_hs	2.3.1.15
GPAMm_hs	2.3.1.15
GPIMTer_L	1.1.1.44
GRTTx	2.5.1.10
GSNKm	2.3.1.15
GTHO	1.8.1.7
GTHOm	1.8.1.7
GTHP	1.11.1.9
GTHPe	1.11.1.9
GTHPm	1.11.1.9
GTHS	6.3.2.3
GTPCIn	3.5.4.16
GUACYC	4.6.1.1
GUACYC	4.6.1.2
GUAD	3.5.4.3
GULN3D	1.1.1.45
GULNDer	1.1.1.19
GULNDer	1.1.1.2
H2CO3Dm	4.2.1.1
H2O2syn	1.6.3.1
HACD1m	1.1.1.35
HACD1x	1.1.1.35
HACD9m	1.1.1.178
HACD9m	1.1.1.35
HAtly	3.2.1.35
HBZOPT10m	2.5.1.39
HEX10	2.7.1.1
HEX10	2.7.1.8
HEX4	2.7.1.1
HEX4	2.7.1.7
HEXCCPT1	2.3.1.21
HGNTOR	1.13.11.5
HIBDm	1.1.1.31
HISDC	4.1.1.22
HISDC	4.1.1.28
HISTASE	1.4.3.22
HISTASE	1.4.3.6
HISTAVESSEC	2.7.1.1
HKt	3.6.3.10
HKt	3.6.3.12
HKYNH	3.7.1.3
HMGCOARr	1.1.1.88
HMGCOASi	4.1.3.5
HMGCOASim	4.1.3.5
HMGLm	4.1.3.4
HMGLx	4.1.3.4
HOXG	1.14.99.3
HPCLx	3.6.3.10
HPYRDC	4.1.1.40
HPYRDCm	4.1.1.40
HPYRR2x	1.1.1.27
HPYRRy	1.1.1.-
HPYRRy	1.1.1.79
HPYRRy	1.1.1.81
HSD11B1r	1.1.1.146
HSD11B2r	1.1.1.146
HSD17B1	1.1.1.51
HSD17B1	1.1.1.62
HSD17B2r	1.1.1.51
HSD17B7r	1.1.1.51
HSD17B7r	1.1.1.62
HSD17B8r	1.1.1.51
HSD17B8r	1.1.1.62
HSD3A1r	1.1.1.50
HSD3A2r	1.1.1.50
HSD3B11	5.3.3.1
HSD3B11r	5.3.3.1
HSD3B12r	5.3.3.1
HSD3B13	5.3.3.1
HSD3B13r	5.3.3.1
HSD3B7P	1.1.1.181
HYPOE	3.1.3.74
ICDHxm	1.1.1.286
ICDHxm	1.1.1.41
ICDHy	1.1.1.42
ICDHyp	1.1.1.42
ICDHyrm	1.1.1.42
IDHPOXOX2b	1.11.1.8
IDHPOXOX3	1.11.1.8
IDHPOXOX4	1.11.1.8
IDHPOXOXb	1.11.1.8
ILEt5m	1.1.1.42
ILETAm	2.6.1.42
IMACTD_m	1.5.1.12
INOSTO	1.13.99.1
INSKm	2.7.1.73
INSTt2r	2.6.1.42
IPDDIx	5.3.3.2
IPDPtr	5.3.3.2
ITCOAL1m	6.2.1.4
ITCOALm	6.2.1.5
KAS8	2.3.1.41
KAS8	2.3.1.85
KHK	2.7.1.3
KHK2	2.7.1.5
KYN	3.7.1.3
KYN3OX	1.14.13.9
KYNAKGAT	2.6.1.7
LACZe	3.2.1.108
LACZe	3.2.1.23
LACZly	3.2.1.18
LALDO2x	1.1.1.21
LCADi_D	1.2.1.23
LCADi_Dm	1.2.1.3
LCADim	1.2.1.3
LCTStl	2.6.1.7
LCYSTAT	2.6.1.1
LCYSTATm	2.6.1.1
LCYSTCBOXL	4.1.1.15
LCYSTCBOXL	4.1.1.29
LDH_Lm	1.1.1.27
LEUTAm	2.6.1.42
LEUTAm	2.6.1.6
LEUTAm	2.6.1.67
LFORKYNHYD	3.7.1.3
LGNCCPT1	2.3.1.21
LNSTLSr	5.4.99.7
LPCOXp	1.5.3.7
LPSe	3.1.1.3
LSTO2r	1.14.21.6
LTA4H	3.3.2.6
LTC4Sr	4.4.1.20
LTD4DP	3.4.14.6
LTDCL	4.1.1.28
LYSMTF1n	2.1.1.43
LYSMTF2n	2.1.1.43
LYSMTF3n	2.1.1.43
LYSOXp	1.4.3.14
M1316Mg	3.2.1.114
M13N2Tg	2.4.1.101
M13N4Tg	2.4.1.145
M14NTg	2.4.1.144
M16N4Tg	2.4.1.201
M16N6Tg	2.4.1.155
M16NTg	2.4.1.143
M4ATAer	1.4.3.14
M7MASNBterg	3.2.1.114
M8MASNterg	2.4.1.101
MACACI	5.2.1.2
MALTe	3.2.1.20
MALTly	3.2.1.20
MAN2_6B1er	1.2.1.5
MAN2_7Cer	1.2.1.5
MANter	3.2.1.20
MANtg	3.2.1.20
MAOLNOR	1.4.3.4
MAOX	1.4.3.6
MCCCrm	6.4.1.4
MCD	4.1.1.9
MCDm	4.1.1.9
MCDp	4.1.1.9
MCITS	2.3.3.5
MCLOR	1.1.1.27
MCOATAm	2.3.1.39
MCPST	2.8.1.2
MDHm	1.1.1.299
MDHm	1.1.1.37
MDRPD	4.2.1.109
ME1m	1.1.1.38
ME1m	1.1.1.39
ME2	1.1.1.40
ME2m	1.1.1.40
MELATN23DOX	1.13.11.52
MEOHtr	2.8.1.2
MEPIVESSte	1.1.1.37
METAT	2.5.1.6
METS	2.1.1.13
MEVK1x	2.7.1.36
MG1er	3.2.1.106
MGCHrm	4.2.1.18
MGSA	4.2.3.3
MGSA2	4.2.3.-
MI13456Ptn	2.1.1.13
MI1346PKn	2.7.1.140
MI1346Ptn	3.2.1.106
MI134P4P	3.1.3.66
MI134PK	2.7.1.134
MI134PP	3.1.3.57
MI13PP	3.1.3.64
MI1456PKn	2.7.1.151
MI145P6Kn	2.7.1.151
MI145PKn	2.7.1.127
MI14PP	3.1.3.57
MI1PS	5.5.1.4
MI3456PK	2.7.1.134
MI34PP	3.1.3.66
MLTG1	3.2.1.20
MLTG1e	3.2.1.20
MLTG1ly	3.2.1.20
MM5ag	3.2.1.113
MM5bg	3.2.1.113
MM5cg	3.2.1.113
MM6ag	3.2.1.113
MM6B1ag	3.2.1.113
MM6B1bg	3.2.1.113
MM6B2g	3.2.1.113
MM6bg	3.2.1.113
MM7Ag	3.2.1.113
MM7B1g	3.2.1.113
MM7B2g	3.2.1.113
MM7Cag	3.2.1.113
MM7Cbg	3.2.1.113
MM8Ag	3.2.1.113
MM8Ber	3.2.1.113
MM8Cg	3.2.1.113
MMCD	4.1.1.9
MMCDm	4.1.1.41
MMCDm	4.1.1.9
MMCDp	4.1.1.9
MMEm	5.1.99.1
MMMm	5.4.99.2
MMSAD1m	1.2.1.27
MMSAD3m	1.2.1.-
MMSAD3m	1.2.1.18
MMSAD3m	1.2.1.27
MMTSADm	1.2.1.18
MTAP	2.4.2.28
MTHFCm	3.5.4.9
MTHFD2m	1.5.1.15
MTHFDm	1.5.1.5
N2M2NMASNt	1.2.1.27
N3Tg	2.4.1.122
NABTNO	1.2.1.3
NABTNOm	1.5.1.12
NACASPAH	3.5.1.15
NADH2_u10m	1.6.99.3
NADNe	3.2.2.5
NADNe	3.2.2.6
NADNe	3.5.1.-
NADPN	3.2.2.6
NADPNe	3.2.2.6
NaKt	3.6.3.9
NDP10ex	3.6.1.5
NDP10ex	3.6.1.6
NDP10ex	3.6.1.64
NDP3ex	3.6.1.42
NDP3ex	3.6.1.5
NDP3ex	3.6.1.6
NDP6	3.6.1.12
NDP6	3.6.1.6
NDP7er	3.6.1.5
NDP7er	3.6.1.6
NDP7ex	3.6.1.5
NDP7ex	3.6.1.6
NDP7g	3.6.1.5
NDP7g	3.6.1.6
NDP8	3.6.1.23
NDP8ex	3.6.1.15
NDP8ex	3.6.1.39
NDP8ex	3.6.1.5
NDPK10	2.7.4.6
NDPK10m	2.7.4.6
NDPK10n	2.7.4.6
NDPK1m	2.7.4.6
NDPK1n	2.7.4.6
NDPK2m	2.7.4.6
NDPK2n	2.7.4.6
NDPK3m	2.7.4.6
NDPK3n	2.7.4.6
NDPK4m	2.7.4.6
NDPK4n	2.7.4.6
NDPK5m	2.7.4.6
NDPK5n	2.7.4.6
NDPK6m	2.7.4.6
NDPK6n	2.7.4.6
NDPK7m	2.7.4.6
NDPK7n	2.7.4.6
NDPK8m	2.7.4.6
NDPK8n	2.7.4.6
NDPK9m	2.7.4.6
NDPK9n	2.7.4.6
NICRNS	2.7.1.173
NMNATm	2.7.7.1
NMNATm	2.7.7.18
NMNATn	2.7.7.1
NMNATn	2.7.7.18
NMNATr	2.7.4.6
NMNS	2.4.2.12
NMPTRCOX	1.4.3.6
NNATm	2.7.7.18
NNATn	2.7.7.1
NNATn	2.7.7.18
NNMT	2.1.1.1
NORANMT	2.1.1.28
NOS1	1.14.13.39
NOS2	1.14.13.39
NP1	2.4.2.1
NRPPHRVESSEC	2.7.7.18
NRVNCCPT1	2.3.1.21
NRVNCCPT2	2.1.1.28
NRVNCCRNt	1.14.13.39
NS26Tg	2.4.99.3
NTD1m	3.1.3.5
NTD1m	3.1.3.89
NTD2e	3.1.3.5
NTD2l	3.1.3.5
NTD2m	3.1.3.5
NTD3l	3.1.3.5
NTD4e	3.1.3.5
NTD4e	3.1.3.91
NTD4l	3.1.3.5
NTD4l	3.1.3.91
NTD5l	3.1.3.35
NTD5l	3.1.3.5
NTD5l	3.1.3.89
NTD5m	3.1.3.35
NTD5m	3.1.3.5
NTD5m	3.1.3.89
NTD6l	3.1.3.5
NTD7e	3.1.3.5
NTD7l	3.1.3.5
NTD8l	3.1.3.5
NTD9e	3.1.3.5
NTD9l	3.1.3.5
NTMELYStner	3.1.3.5
NTP3e	3.6.1.15
NTP3e	3.6.1.5
NTP3e	3.6.5.1
NTP3e	3.6.5.2
NTP3e	3.6.5.3
NTP3e	3.6.5.4
NTP3e	3.6.5.5
NTP3e	3.6.5.6
NTPP10	3.6.1.-
NTPP10	3.6.1.66
NTPP11	3.6.1.19
NTPP9	3.6.1.-
NTPP9	3.6.1.8
NTPP9	3.6.1.9
OCBTm	2.1.3.3
OCOAT1m	2.8.3.5
OIVD1m	1.2.1.-
OIVD1m	1.2.1.25
OIVD2m	1.2.1.25
OIVD3m	1.2.1.-
OIVD3m	1.2.1.25
OPAHir	3.5.2.9
ORNTArm	2.6.1.13
ORNtiDF	1.8.1.4
ORPT	2.4.2.10
P45011B12m	1.14.15.4
P45017A1r	1.14.99.9
P45017A2r	1.14.99.9
P45017A3r	1.14.99.9
P45017A4r	1.14.99.9
P45021A1r	1.14.13.-
P45021A2r	1.14.13.-
P45027A11m	1.14.13.15
P45027A13m	1.14.13.15
P45027A14m	1.14.13.15
P45027A16m	1.14.13.15
P45027A1m	1.14.13.15
P4502C93	1.14.13.49
P45039A1r	1.14.13.99
P4503A43r	1.14.14.1
P45046A1r	1.14.13.98
P4507A1r	1.14.13.17
P4507B11r	1.14.13.100
P4507B12r	1.14.13.17
P4508B11r	1.14.13.95
P450SCC1m	1.14.15.6
P5CDm	1.2.1.88
P5CDm	1.5.1.12
P5CRm	1.5.1.2
P5CRxm	1.5.1.2
P5CRxm	1.5.99.8
PACCOAL	6.2.1.30
PAN4PP	3.1.3.-
PCLAD	4.1.1.45
PCLYSOX	1.14.11.4
PCm	6.4.1.1
PDE1	3.1.4.17
PDE1	3.1.4.53
PDE1g	3.1.4.17
PDE1g	3.1.4.53
PDE4	3.1.4.17
PDE4	3.1.4.35
PDE4g	3.1.4.17
PDE4g	3.1.4.35
PDE4n	3.1.4.17
PDHm	1.2.1.-
PDHm	1.2.1.51
PDHm	1.2.4.1
PDHm	1.8.1.4
PDHm	2.3.1.12
PDX5PO	1.4.3.5
PDXPP	3.1.3.74
PE_HStg	1.14.11.4
PEAMNO	1.4.3.21
PEAMNO	1.4.3.4
PEAMNO	1.4.3.6
PEPCK	4.1.1.32
PEPCKm	4.1.1.32
PEPLYStn	3.1.4.17
PETHCT	2.7.7.14
PFK26	2.7.1.105
PGCD	1.1.1.95
PGDI	5.3.99.2
PGDIr	5.3.99.2
PGESr	5.3.99.3
PGISr	5.3.99.4
PGLer	3.1.1.31
PHACCOAGLNAC	2.3.1.14
PHCDm	1.2.1.88
PHCDm	1.5.1.-
PHCDm	1.5.1.12
PHETA1m	2.6.1.1
PHETA1m	2.6.1.42
PHETA1m	2.6.1.5
PHETA1m	2.6.1.57
PHETA1m	2.6.1.58
PHETA1m	2.6.1.9
PHYCBOXL	4.1.1.28
PHYCBOXL	4.1.1.53
PHYHx	1.14.11.18
PI45PLCn	3.1.4.11
PI4P3Ker	2.7.1.68
PI5P3Ker	2.7.1.153
PIK3er	2.7.1.137
PLA2	2.7.1.137
PLYSPSer	2.7.1.67
PMEVKx	2.7.4.2
PMI12346PH	3.6.1.52
PMI12346PHn	3.6.1.52
PMI1346PH	3.1.4.3
PNTEH	3.5.1.92
PNTKm	2.7.1.33
PPA2	3.6.1.25
PPA2m	3.6.1.1
PPAer	3.6.1.1
PPAm	3.6.1.1
PPAn	3.6.1.1
PPCOACm	6.4.1.3
PPCOAOm	1.3.99.3
PPDOx	1.1.1.21
PPDOy	1.1.1.-
PPMI1346Ptn	3.6.1.1
PPOR	1.13.11.27
PPPGOm	1.3.3.4
PPPItn	4.1.1.36
PRAGSr	6.3.4.13
PRASCS	1.3.99.3
PRDX	1.11.1.21
PRDX	1.11.1.6
PRDX	1.11.1.7
PRDXl	1.11.1.21
PRDXl	1.11.1.6
PRDXl	1.11.1.7
PRGNLONESULT	2.8.2.2
PROAKGOX1r	1.14.11.2
PROD2m	1.5.-.-
PROD2m	1.5.99.8
PRODt2rL	1.11.1.7
PROt2rL	1.14.11.2
PRPNCOAHYDm	4.2.1.17
PRPNCOAHYDx	4.2.1.17
PTE2x	3.1.2.2
PTE2x	3.1.2.22
PTE5x	4.1.1.65
PTHPS	4.2.3.12
PTHPSn	4.2.3.12
PTRCAT1	2.3.1.57
PTRCOX1	1.4.3.10
PTRCOX1	1.4.3.22
PTRCOX1	1.4.3.6
PYAM5POr	1.4.3.5
PYDXDH	1.2.3.8
PYDXK	2.7.1.35
PYDXPP	3.1.3.74
PYLALDOX	1.2.1.36
PYLALDOXm	1.5.1.12
PYNP2r	2.4.2.2
PYNP2r	2.4.2.3
RADH	1.2.1.36
RAHY	1.14.14.1
RAI1	5.2.1.3
RBK_D	2.7.1.47
RDH1	1.1.1.1
RDH1	1.1.1.105
RDH1a	1.1.1.-
RDH1a	1.1.1.300
RDH2	1.1.1.315
RDH2a	1.1.1.-
RDH3	1.1.1.315
RDH3a	1.1.1.-
RETI1	5.2.1.7
RETNCOA	1.1.1.105
RNMK	2.7.1.22
RTOTAL2CRNCPT1	2.3.1.21
RTOTAL2CRNCPT2	1.7.14.1
RTOTAL2CRNt	1.7.14.1
RTOTALCRNCPT1	2.3.1.21
S23T3g	2.4.99.6
S26Tg	2.4.99.1
S2L2FN2M2MASNt	2.3.1.21
S6T10g	2.8.2.23
S6T11g	3.1.6.15
S6T12g	3.1.6.15
S6T13g	3.1.6.15
S6T14g	2.8.2.5
S6T15g	2.8.2.5
S6T9g	2.8.2.17
SACCD3m	1.5.1.8
SACCD4m	1.5.1.10
SACCD4m	1.5.1.9
SADT	2.7.7.4
SALMCOM	2.1.1.6
SALMCOM2	2.1.1.6
SAMHISTA	2.1.1.8
SARCOXp	1.5.3.1
SBPP1er	3.1.3.-
SBPP1er	3.1.3.4
SBPP3er	3.1.3.4
SBTD_D2	1.1.1.14
SBTD_D2	1.1.1.15
SBTR	1.1.1.21
SCP2x	2.7.7.4
SCPx	2.3.1.176
SEAHCYSHYD	3.3.1.1
SEAHCYStn	2.1.1.8
SEASMETtn	1.5.3.1
SELADT	2.7.7.4
SELCYSLY	4.4.1.16
SELCYSTGL	4.4.1.1
SELCYSTS	4.2.1.22
SELMETAT	2.5.1.6
SELNPS	2.7.9.3
SELt4_3	1.1.1.21
SERHL	4.3.1.17
SERPT	2.3.1.50
SFGTH	3.1.2.12
SGPL11r	4.1.2.27
SIAASE	3.2.1.18
sink_citr(c)	2.4.99.9
sink_pre_prot(r)	2.4.99.9
SLCBK1	2.7.1.91
SLDx	1.1.1.310
SLDxm	1.1.1.37
SOAT11	2.4.99.9
SOAT11r	2.4.99.9
SPHK21c	2.7.1.91
SPODMe	1.15.1.1
SPODMm	1.15.1.1
SPODMn	1.15.1.1
SPODMx	1.15.1.1
SPR	1.1.1.153
SPRMS	2.5.1.16
SPRMS	2.5.1.22
SPRn	1.1.1.153
SPTix	2.6.1.51
SQLEr	1.14.14.17
SQLEr	1.14.99.7
SQLSr	2.5.1.21
SR5AR2r	1.3.1.22
SR5ARr	1.3.1.3
SRTN23OX	1.13.11.42
SRTNACT	2.3.1.87
SRTNMTX	2.1.1.49
ST3GAL61g	2.4.99.10
ST6GALNAC25	2.4.99.7
STS1	3.1.6.2
STS1r	3.1.6.2
STS2	3.1.6.2
STS2r	3.1.6.2
SUCCt2m	2.4.99.8
SUCD1m	1.3.5.1
SUCOAS1m	6.2.1.4
SUCOASm	6.2.1.5
SUCRe	3.2.1.10
SUCRe	3.2.1.20
SUCRe	3.2.1.26
SUCRe	3.2.1.48
T2M26DCOAHLm	4.2.1.17
T2M26DCOAHLx	4.2.1.17
T4HCINNMFM	4.2.1.-
T4HCINNOX	1.14.18.1
TDP	3.6.1.-
TDP	3.6.1.15
TDPDRR	1.1.1.133
TDPm	3.6.1.-
TDPm	3.6.1.15
THD1m	1.6.1.2
THD1m	1.6.1.5
THMP	3.1.3.1
THMP	3.1.3.100
THMP	3.1.3.2
THMTP	3.6.1.28
THYPX	1.11.1.8
TMABADH	1.2.1.47
TMDK1m	2.7.1.145
TMDK1m	2.7.1.21
TMDPP	2.4.2.2
TMDPP	2.4.2.4
TMDPPK	2.7.4.15
TMDPPK	2.7.6.2
TMLYSOX	1.14.11.8
TRDR	1.6.4.5
TRDR	1.8.1.9
TRDRm	1.8.1.9
TREH	3.2.1.28
TREHe	3.2.1.28
TRIODTHYSULT	2.8.2.1
TRIOK	2.7.1.28
TRPO2	1.13.11.11
TRPO2	1.13.11.52
TRYPTAOX	1.4.3.22
TRYPTAOX	1.4.3.4
TRYPTAOX	1.4.3.6
TXASr	5.3.99.5
TYRCBOX	4.1.1.25
TYRCBOX	4.1.1.28
TYRDOPO	1.14.18.1
TYRDOPO3	1.14.18.1
TYROXDAc	1.4.3.21
TYROXDAc	1.4.3.4
TYROXDAc	1.4.9.2
TYROXDAc	1.4.99.4
TYRTAm	2.6.1.5
UAG2EMAi	5.1.3.14
UAGALDP	2.7.7.83
UDPDOLPT_U	2.4.1.117
UDPGALt2g	5.1.3.2
UDPGD	1.1.1.22
UDPGLCtg	2.6.1.5
UDPGLDCg	4.1.1.35
UDPGNP	2.4.1.17
UDPGNP	3.2.1.-
UDPGP	3.6.1.45
UDPGP	3.6.1.8
UDPGP	3.6.1.9
UGALGTg	2.4.1.22
UGT1A10r	2.4.1.17
UGT1A1r	2.4.1.17
UGT1A2r	2.4.1.95
UGT1A3r	2.4.1.17
UGT1A4r	2.4.1.17
UGT1A5r	2.4.1.17
UGT1A6r	2.4.1.17
UGT1A7r	2.4.1.17
UGT1A8r	2.4.1.17
UMPKm	2.4.1.17
UMPKn	2.7.4.14
UMPKn	2.7.4.22
UMPKn	2.7.4.4
UPPN	3.5.1.6
URIDK2m	2.7.4.13
URIDK2m	2.7.4.4
URIDK2m	2.7.4.9
URIK1	2.7.1.213
URIK1	2.7.1.48
UROLACer	3.1.1.19
VALTAm	2.6.1.42
VITD2tm	2.7.1.48
VLCS2p	6.2.1.7
VLCS2r	6.2.1.7
VLCSp	6.2.1.7
VLCSr	6.2.1.7
XANDp	1.17.1.4
XAO2x	1.17.3.2
XAOx	1.17.3.2
XYLK	2.7.1.17
XYLTD_Dr	1.1.1.9
XYLUR	1.1.1.10
EX_HC00250(e)	1.1.1.9
EX_HC01104(e)	2.4.2.26
r0009	3.6.1.1
r0016	1.16.3.1
r0021	1.8.1.7
r0022	1.8.1.7
r0024	1.14.13.39
r0027	1.8.1.10
r0028	3.6.1.5
r0033	2.7.1.24
r0034	6.3.4.16
r0047	3.1.3.5
r0051	2.4.2.7
r0051	2.4.2.8
r0055	1.2.1.49
r0062	3.1.2.1
r0068	6.2.1.1
r0074	1.2.1.88
r0081	2.6.1.2
r0083	1.1.1.42
r0084	1.1.1.42
r0085	3.5.1.111
r0085	3.5.1.3
r0086	3.5.1.111
r0086	3.5.1.3
r0093	3.6.1.45
r0093	3.6.1.8
r0093	3.6.1.9
r0097	6.2.1.1
r0113	3.2.1.183
r0113	5.1.3.14
r0113	5.1.3.7
r0119	3.6.1.19
r0120	3.5.4.16
r0121	3.5.4.16
r0122	2.7.1.40
r0129	3.4.11.4
r0130	3.4.11.4
r0139	3.6.1.5
r0139	3.6.1.6
r0142	1.8.3.1
r0149	3.6.1.15
r0149	3.6.1.5
r0153	2.7.1.40
r0156	2.6.1.15
r0157	2.6.1.15
r0160	2.6.1.51
r0163	1.2.4.2
r0165	2.7.1.40
r0166	3.6.1.8
r0166	3.6.1.9
r0173	1.1.1.27
r0178	1.2.1.24
r0179	1.2.1.16
r0179	1.2.1.79
r0186	4.2.3.2
r0202	1.1.1.8
r0202	1.1.1.94
r0208	2.7.7.13
r0221	6.2.1.17
r0224	1.5.1.3
r0226	1.5.1.3
r0236	1.3.1.1
r0242	3.1.3.-
r0242	3.1.3.1
r0242	3.1.3.2
r0245	1.1.1.72
r0246	1.1.1.2
r0246	1.1.1.21
r0246	1.1.1.372
r0246	1.1.1.72
r0249	5.3.1.6
r0267	1.14.18.2
r0268	1.14.18.2
r0276	1.7.1.7
r0280	2.7.1.40
r0281	1.4.3.10
r0281	1.4.3.22
r0281	1.4.3.6
r0301	6.3.4.1
r0309	1.3.1.38
r0311	6.2.1.3
r0321	6.2.1.16
r0330	1.3.1.1
r0331	1.3.1.1
r0340	2.7.1.31
r0354	2.7.1.1
r0355	2.7.1.1
r0355	2.7.1.2
r0360	2.7.1.1
r0361	2.7.1.1
r0363	2.7.1.1
r0364	2.7.1.1
r0365	1.1.1.59
r0366	3.1.4.14
r0368	2.7.8.7
r0377	2.7.1.74
r0383	1.2.4.1
r0384	1.2.4.2
r0385	1.2.4.4
r0386	1.2.4.4
r0388	1.4.3.5
r0389	1.1.3.12
r0390	3.2.1.10
r0391	2.4.2.11
r0393	1.2.1.3
r0394	1.17.1.4
r0395	1.17.3.2
r0399	1.14.16.1
r0400	1.14.18.2
r0402	1.1.1.153
r0410	3.6.1.-
r0410	3.6.1.19
r0410	3.6.1.9
r0413	2.7.1.40
r0423	1.1.1.42
r0424	1.1.1.42
r0430	2.3.1.21
r0431	2.3.1.21
r0432	2.3.1.21
r0433	2.3.1.21
r0434	2.3.1.21
r0437	2.3.1.21
r0446	2.3.1.21
r0450	2.6.1.39
r0451	1.2.4.2
r0456	2.7.1.113
r0463	2.3.3.10
r0464	1.2.1.3
r0465	6.3.2.11
r0466	3.4.13.3
r0470	1.17.4.1
r0472	1.17.4.1
r0474	1.17.4.1
r0475	1.17.4.1
r0480	2.1.1.103
r0488	1.1.1.34
r0494	3.6.1.-
r0494	3.6.1.5
r0497	3.6.1.39
r0497	3.6.1.5
r0502	1.17.1.4
r0504	1.17.3.2
r0512	1.5.1.3
r0514	1.5.1.3
r0522	2.1.2.10
r0523	6.3.3.2
r0525	1.5.1.9
r0527	3.5.1.42
r0531	2.7.1.48
r0537	4.1.2.27
r0539	1.13.11.19
r0545	1.2.1.5
r0546	1.2.1.39
r0546	1.2.1.5
r0547	1.2.1.5
r0548	1.2.1.5
r0549	1.2.1.3
r0552	1.2.1.8
r0553	1.2.1.8
r0555	2.3.1.12
r0555	2.3.1.168
r0556	2.3.1.61
r0557	2.3.1.61
r0558	1.2.1.29
r0558	1.2.3.1
r0559	1.2.3.1
r0561	2.3.1.168
r0568	2.3.2.4
r0571	3.1.2.17
r0578	2.7.1.33
r0579	2.7.1.33
r0579	2.7.1.34
r0580	4.1.1.30
r0584	3.6.1.9
r0590	2.7.7.3
r0591	3.6.1.9
r0594	1.2.1.31
r0596	3.1.2.4
r0598	5.3.1.25
r0604	2.3.1.168
r0614	4.1.1.36
r0615	1.5.1.2
r0616	1.5.1.2
r0617	1.5.1.2
r0618	1.5.1.2
r0620	1.2.4.2
r0625	1.2.1.40
r0626	1.1.1.161
r0627	3.2.1.22
r0629	2.3.1.65
r0630	2.3.1.65
r0634	2.3.1.16
r0638	1.3.1.38
r0639	2.3.1.16
r0641	3.4.19.14
r0642	1.2.1.3
r0643	1.2.1.3
r0644	1.2.3.1
r0645	1.2.1.32
r0648	2.3.2.2
r0649	2.3.2.2
r0650	6.2.1.7
r0651	6.2.1.7
r0652	1.3.1.38
r0653	2.3.1.16
r0656	2.3.1.168
r0660	4.2.1.17
r0661	4.2.1.17
r0666	6.3.3.1
r0668	2.7.7.43
r0670	1.2.4.4
r0673	1.1.1.153
r0673	1.1.1.220
r0678	2.3.1.85
r0679	2.7.1.33
r0680	2.7.1.33
r0681	2.3.1.85
r0682	2.1.3.85
r0683	1.3.99.3
r0686	1.2.1.88
r0691	2.3.1.85
r0692	2.3.1.85
r0693	2.3.1.85
r0694	2.3.1.85
r0695	2.3.1.85
r0696	2.3.1.85
r0697	2.3.1.85
r0701	2.3.1.85
r0702	2.3.1.85
r0707	3.1.3.1
r0708	3.5.4.16
r0709	3.5.4.16
r0712	2.3.1.85
r0713	2.3.1.85
r0714	1.1.1.35
r0716	4.2.1.17
r0718	1.1.1.35
r0719	1.1.1.35
r0720	4.2.1.17
